id,dominio,titulo,autor,anio,pais,genero,tema,tipo,fuente,url,urls,verificado,puede_alojarse,piezas,nota_editorial,notas
319,Literatura,Los Bandidos de Río Frío,Manuel Payno,1891,México,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/los-bandidos-de-rio-frio-tinta-y-datos.pdf,,True,si,"I. Santa María de la Ladrillera | II. Los doctores | III. Las brujas | IV. La diosa azteca y la Virgen de Guadalupe | V. El milagro | VI. Don Diego de noche | VII. Don Diego de día | VIII. El campamento | IX. El Chapitel de Santa Catarina | X. La viña | XI. Comodina | XII. El esclavo blanco | XIII. Primeras hazañas de Evaristo | XIV. Aventuras de una almohadilla | XV. Juicio al estilo Salomón | XVI. Casilda | XVII. Casamiento de Evaristo | XVIII. El aprendiz | XIX. San lunes | XX. Delirio | XXI. En el mercado | XXII. Cecilia | XXIII. Ladrón ratero | XXIV. El hospicio de pobres | XXV. Pepe Carrascosa | XXVI. El amigo del licenciado Lamparilla | XXVII. Un juez terrible | XXVIII. Mariana y su hijo | XXIX. El puerto de San Lázaro | XXX. En el canal de Chalco | XXXI. Cocinera y criado | XXXII. Al toque del alba | XXXIII. La injusticia de la justicia | XXXIV. El litigio de los marqueses de Valle Alegre | XXXV. Malos pensamientos y dificultades | XXXVI. Salvados por milagro | XXXVII. Ameca | XXXVIII. ¡Ira de Dios! | XXXIX. La hacienda de Santa María de la Ladrillera | XL. Dentro de casa | XLI. Dentro del baño | XLII. Poesías del licenciado Lamparilla | XLIII. Una noche en el rancho de los Coyotes | XLIV. Evaristo se convierte en un honrado agricultor | XLV. Un muerto en el monte | XLVI. La cabeza hirsuta | XLVII. Los enmascarados | XLVIII. Primer asalto a la diligencia | XLIX. Episodio | L. Banquete en el gran comedor de la hacienda del Sauz | LI. El viaje | LII. Las bodas del marqués de Valle Alegre | LIII. Los cofrecitos | LIV. El casamiento de Mariana | I. Los granaderos | II. Misión diplomática de Bedolla | III. La ópera en el monte | IV. ¿Qué dirán los extranjeros? | V. ¿Qué dirán los extranjeros? (Continúa) | VI. El triunfo de Bedolla | VII. Los reos de muerte | VIII. Tragedia de los enmascarados | IX. El cabo Franco | X. El capitán de rurales | XI. Los almacenes de fruta | XII. El tumulto | XIII. La procesión de Lamparilla | XIV. Terrible combate en Río Frío | XV. Revolución más formidable que el tumulto | XVI. Víctima del despotismo | XVII. Cambia la escena | XVIII. Juan fusila a su padre | XIX. Aventuras de los tres reclutas | XX. Derrota del cabo Franco | XXI. Hambre y peste | XXII. Triunfo del «Emperador» | XXIII. Panzacola | XXIV. Caprichos de la fortuna | Caprichos de la fortuna (Continúa) | XXVI. Amor casual | XXVII. Algo de la vida íntima de «Relumbrón» | XXVIII. Grandes proyectos | XXIX. El viaje | XXX. Las paredes oyen | XXXI. El día de la boda | XXXII. La venganza de Gordillo | XXXIII. El herradero | XXXIV. La feria de San Juan de los Lagos | XXXV. Viaje de «Relumbrón» | XXXVI. Las piedras rodando se encuentran | XXXVII. Grandeza y decadencia de un patriota | XXXVIII. Fin de la feria | XXXIX. El ordenador de la victoria | XL. Las cinco mulas cambujas | XLI. Una corazonada | XLII. Prosperidad de los negocios de «Relumbrón» | XLIII. Los negocios de Lamparilla no van de lo peor | XLIV. «Los Dorados» | XLV. Asalto de la Hacienda del Hospital | XLVI. Pasos en la azotea | XLVII. El capellán y el cura | XLVIII. Mártir de la patria | XLIX. En la calle de Don Juan Manuel | L. La Providencia | LI. Las libranzas de «Relumbrón» | LII. San Vicente y Chiconcuac | LIII. Sentencias de muerte decretadas por Evaristo | LIV. Celos indiscretos | LV. Sepultura de plata | LVI. Moctezuma III reconquista su reino | LVII. La red | LVIII. Don Pedro, mártir de su deber | LIX. Una incursión de salvajes | LX. Magnetismo | LXI. Reos de muerte | LXII. Ironías de la vida | LXIII. Cosas de otro tiempo","Novela folletinesca en dos partes, retrato del México del siglo XIX.","Edición propia Tinta y Datos: 118 capítulos, 7927 párrafos."
320,Literatura,El Fistol del Diablo,Manuel Payno,1845,México,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/el-fistol-del-diablo-tinta-y-datos.pdf,,True,si,"I. Visita misteriosa | II. Gran baile en el Teatro de Vergara | III. Una cáliga y un desafío | IV. Fin de un baile | V. La pobre familia | VI. Recuerdos, amor y esperanzas | VII. Explicaciones | VIII. Un buen consejo | IX. Aventura nocturna | X. Miseria | XI. El juez de paz | XII. Viaje a Veracruz | XIII. El vómito prieto | XIV. Las dos diligencias | XV. Los ladrones son robados | XVI. En el Lencero | XVII. En Jalapa | XVIII. Apolonia | XIX. La cárcel de «La Acordada» | XX. El Tinterillo | XXI. El Ángel de la Guarda | XXII. Un jovencito del gran tono | XXIII. Las novelas de Rugiero.—El famoso Argentón | XXIV. Las novelas de Rugiero.—Una noche de bodas | XXV. Las novelas de Rugiero.—El robo de Elena | XXVI. Las novelas de Rugiero.—Elena y Margarita | XXVII. Cartas de La Habana | XXVIII. Un buen sacerdote | XXIX. Acto de contrición | I. Don Pedro cede el campo al capitán | II. Esperanza | III. Junta revolucionaria | IV. Segunda sesión | V. El Palacio y la Plaza Mayor | VI. El Ministerio de la Guerra | VII. Ruinas y desgracias | VIII. Santiago Tlaltelolco | IX. En la cumbre de la Sierra | X. Visiones y fantasmas | XI. Secretos del corazón | XII. Combate entre un perro y un hereje | XIII. Escenas de familia | XIV. Aventuras de Josesito | XV. El Jorobante | XVI. El «Sol Mexicano» | XVII. Las dos pordioseras | XVIII. Las citas a media noche | XIX. Elevación y caída de don Francisco | XX. Don Francisco vende sus amores por un plato de lentejas | I. Mariana obsequia con un banquete al capitán | II. La isla de lobos | III. El vapor «Neptuno» | IV. Historia de una piedra preciosa | V. La filosofía del diablo | VI. Juan Bolao cuenta sus viajes y aventuras | VII. La Hacienda de «La Florida» | VIII. Las bodas del rico Camacho | IX. Don Pedro pide para él mismo la mano de Aurora | X. Aurora abandona su casa | XI. Confesión general y testamento de Aurora | XII. La viuda de Pablo Argentón | XIII. Gran dulcería queretana y fábrica de chocolate | XIV. Una modista de París | I. Doña Venturita pierde el pleito y va a la cárcel | II. El Diablo enamorado | III. Celos indiscretos | IV. El elíxir de la vida | V. Tres contra treinta | VI. Derrota completa | VII. El «Café del Progreso» | VIII. Josesito | IX. Celestina y Josesito | X. El convento de la Concepción | XI. Donde se decide el casamiento de Josesito | XII. Le roban a Florinda el fistol | XIII. Proyectos descabellados | XIV. Va por una y se encuentra con otra | XV. El mesón de Balvanera | XVI. Historias | XVII. Tertulia de amigos | XVIII. Las cuentas de don Pedro | XIX. Preparativos para una sorpresa | XX. La sombra de Teresa | XXI. Los títeres de don Pedro | XXII. Conseja de familia | XXIII. Altos personajes | XXIV. La ley de manos muertas | XXV. Un buen amigo | I. Manos vivas y manos muertas | II. Un paseo en la Quinta de Teresa | III. Las veladas de la Quinta.—Primera velada | IV. La milagrosa conversión del soldado Martín | V. Sacramentos con música | VI. La muerte del justo | VII. Las veladas de la Quinta.—Segunda velada | VIII. Josesito da fuego a la hoguera | IX. El fuerte de la Concepción | X. Ataque a la línea y batalla en el fuerte | XI. Historias de cuartel | XII. Las veladas de la Quinta.—Velada tercera | XIII. Las veladas de la Quinta.—Velada tecera (continuación) | XIV. Las veladas de la Quinta.—Velada cuarta | XV. Las veladas de la Quinta.—Velada quinta | XVI. Día de casamientos y víspera de batallas | XVII. Las veladas de la Quinta.—Velada sexta | XVIII. Las veladas de la quinta.—Velada séptima | XIX. La ambulancia militar | XX. Churubusco | XXI. El último casamiento | XXII. Las veladas de la Quinta | XXIII. La última velada | XXIV. La fuga | XXV. Velada sangrienta",,"Edición propia Tinta y Datos: 114 capítulos, 11508 párrafos."
322,Literatura,Clemencia,Ignacio Manuel Altamirano,1869,México,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/clemencia-tinta-y-datos.pdf,,True,si,Capítulo 1. Dos citas de los cuentos de Hoffmann | Capítulo 2. El mes de diciembre de 1863 | Capítulo 3. El comandante Enrique Flores | Capítulo 4. El comandante Fernando Valle | Capítulo 5. Llegada a Guadalajara | Capítulo 6. Guadalajara de lejos | Capítulo 7. Guadalajara de cerca | Capítulo 8. La prima | Capítulo 9. La presentación | Capítulo 10. Las dos amigas | Capítulo 11. Los dos amigos | Capítulo 12. Amor | Capítulo 13. Celos | Capítulo 14. Revelación | Capítulo 15. Un salón en Guadalajara | Capítulo 16. Frente a frente | Capítulo 17. La flor | Capítulo 18. Clemencia | Capítulo 19. El porvenir | Capítulo 20. Confidencias | Capítulo 21. El amor de Enrique | Capítulo 22. Otro poco de historia | Capítulo 23. La última Navidad | Capítulo 24. El desafío | Capítulo 25. El carruaje | Capítulo 26. Bien por mal | Capítulo 27. Alter tulit honores | Capítulo 28. Prisión y regalos | Capítulo 29. El traidor | Capítulo 30. Proceso y sentencia | Capítulo 31. En capilla | Capítulo 32. Antes de la ejecución | Capítulo 33. Desengaño | Capítulo 34. Sacrificio inútil | Capítulo 35. El salvador | Capítulo 36. La fatalidad | Capítulo 37. Bajo las palmas | Epílogo | Nota del autor,,"Edición propia Tinta y Datos: 39 capítulos, 1285 párrafos."
323,Literatura,La Navidad en las Montañas,Ignacio Manuel Altamirano,1871,México,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-navidad-en-las-montanas-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 12 capítulos, 348 párrafos."
321,Literatura,El Zarco,Ignacio Manuel Altamirano,1901,México,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/el-zarco-tinta-y-datos.pdf,,True,si,Capítulo 1. Yautepec | Capítulo 2. El terror | Capítulo 3. Las dos amigas | Capítulo 4. Nicolás | Capítulo 5. El Zarco | Capítulo 6. La entrevista | Capítulo 7. La adelfa | Capítulo 8. Quién era el Zarco | Capítulo 9. El Búho | Capítulo 10. La fuga | Capítulo 11. Antonia | Capítulo 12. La carta | Capítulo 13. El comandante | Capítulo 14. Pilar | Capítulo 15. El amor bueno | Capítulo 16. Un ángel | Capítulo 17. La agonía | Capítulo 18. Entre los bandidos | Capítulo 19. Xochimancas | Capítulo 20. El primer día | Capítulo 21. La orgía | Capítulo 22. Martín Sánchez Chagollán | Capítulo 23. El asalto | Capítulo 24. El Presidente Juárez | Capítulo 25. El albazo,Publicada póstumamente; el autor murió en 1893.,"Edición propia Tinta y Datos: 25 capítulos, 998 párrafos."
326,Literatura,La Vorágine,José Eustasio Rivera,1924,Colombia,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-voragine-tinta-y-datos.pdf,,True,si,Prólogo | Carta | Primera parte | Segunda parte | Tercera parte | Epílogo | Vocabulario,"Novela de la selva, obra central de la narrativa colombiana del siglo XX.","Edición propia Tinta y Datos: 7 capítulos, 2791 párrafos."
328,Literatura,En la Sangre,Eugenio Cambaceres,1887,Argentina,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/en-la-sangre-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 41 capítulos, 1049 párrafos."
327,Literatura,Sin Rumbo,Eugenio Cambaceres,1885,Argentina,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/sin-rumbo-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 65 capítulos, 2076 párrafos."
330,Literatura,Los Motivos de Proteo,José Enrique Rodó,1909,Uruguay,Ensayo,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/los-motivos-de-proteo-tinta-y-datos.pdf,,True,si,"Introducción | I. Reformarse es vivir. Nuestra transformación personal en el tiempo. | II. La voluntad rige esta transformación y la orienta. Persistencia indefinida de la educación. | III. Orden y medida en el cambio. La curva. | IV. Armonía de las edades. Ancianidad gloriosa. | V. Un friso del Partenón. | VI. De cómo el tránsito violento suele ser necesario. Ejemplo de él en el desenvolvimiento natural. | VII. Cambio consciente y orientado, siempre. | VIII. Mirando jugar a un niño. | IX. Sentido de esta parábola. | X. Actitud en la desilusión y el fracaso. Todo bien puede ser sustituido por otro género de bien. | XI. Don Quijote vencido. | XII. El dolor de una vocación defraudada. Las reservas de nuestro espíritu. | XIII. Aptitudes que se revelan con la pérdida de otras. | XIV. Obstáculos de orden moral que suscitan aptitudes nuevas. | XV. ¿Qué vienes de buscar?... | XVI. Hay una senda segura, y es la que va a lo hondo de uno mismo. | XVII. La respuesta de Leuconoe. | XVIII. Espacio, espacio es lo que te queda... | XIX. El conocimiento propio como antecedente de la acción. Amiel y Marco Aurelio. | XX. La sugestión social. | XXI. El «yo» ficticio. | XXII. La inscripción del Faro de Alejandría. | XXIII. ¡Ése no eres tú! | XXIV. La multitud de los que se ignoran a sí mismos. | XXV. Peer Gynt. | XXVI. Nuestra complejidad personal. Nadie diga: «tal soy, tal seré siempre». | XXVII. El meditador y el esclavo. | XXVIII. ¿Nunca te has sentido distinto de ti mismo? | XXIX. Imposibilidad de una igualdad perenne. | XXX. El arte no puede reflejar más que hasta cierto punto, la complejidad individual. | XXXI. Los pozos comunicantes. Ráfagas. | XXXII. Ventajas de la multiplicidad de nuestro fondo íntimo. | XXXIII. Momentos proféticos. | XXXIV. El barco que parte. | XXXV. Cosas que desaparecen en nuestro abismo interior, y vuelven de él. Las pulvículas de lo inconsciente. | XXXVI. ¿Hay hecho pequeño?... Un vuelo de pájaros. | XXXVII. Semillas que desdeña el árbol. | XXXVIII. Fuerza de propaganda adscrita al acto más mínimo. | XXXIX. El hecho nimio y la invención. | XL. La vocación: su arraigo inconsciente. | XLI. Ausencia de vocación una y precisa, por universalidad de la aptitud. Espíritus universales. | XLII. A medida que la sociedad avanza, la vocación tiende a formas más definidas y concretas. | XLIII. El porvenir. La esperanza en formas vivas. | XLIV. Augurios. Pasan los niños sublimes... | XLV. Augurios falaces. Las niñeces proféticas. | XLVI. Permanencia estática de una simiente apta para germinar. | XLVII. La autoridad paterna. Los oblatos. | XLVIII. Vocación anticipada a la aptitud. | XLIX. Ocasión preñada de destinos. | L. Fuerza del amor en la formación de la personalidad. | LI. La emoción del bárbaro. | LII. El amor y la civilización personal. | LIII. La leyenda del dibujo y la de la imprenta. El amor en las vocaciones. | LIV. Amor y arte. | LV. El hecho provocador. El anchio. La conversación; la lectura. | LVI. El anch'io que obra por contraste. «Si tú a la izquierda, yo a la derecha». | LVII. Acertar con el género de la vocación, y no con la especie. Determinación estrechísima de la aptitud; espíritus de un solo tema. | LVIII. Vocación que se define por eliminaciones sucesivas. | LIX. Vacilaciones que resuelve el azar. | LX. Falsa universalidad. La amplitud ha de manifestarse en la contemplación. | LXI. Elemento volitivo que incluye toda aptitud en acto. La vocación y los males de la voluntad. | LXII. Vocación truncada por deficiente voluntad. El amaneramiento. Ejemplos de modificación progresiva de la obra. El reposo del mediodía. | LXIII. Exceso de amor que paraliza la aptitud. | LXIV. El sueño de perfección y la voluntad ejecutiva. Dos linajes de artistas. Luca, fa presto! | LXV. La colaboración. Casos que la justifican. La amistad en arte y ciencia. | LXVI. Paso de una vocación a otra. De la acción a la contemplación; los grandes historiadores. De la contemplación a la acción. | LXVII. Del arte a la ciencia; de la ciencia al arte; del arte a las letras; de un arte a otra; de la producción a la crítica; de la ciencia a la fe religiosa. | LXVIII. Desdén o desamor por la aptitud que se tiene. Desproporción entre la vocación y la aptitud. | LXIX. Vestigios de una primera vocación en otra que la sustituye. | LXX. Riesgos y engaños en el cambio de vocación. | LXXI. Desviaciones transitorias de la vocación, y utilidad que cabe en ellas. | LXXII. Voz inquietante. Los mármoles sepultos. | LXXIII. Las aptitudes perdidas en el fondo obscuro de la sociedad humana. La influencia negativa del medio social. | LXXIV. Lucha entre la aptitud individual y la resistencia del medio. El pesimismo de Larra. | LXXV. Superioridad posible de los incultos y los autodidactos. De cómo la cultura debe procurar parecerse a la ignorancia. | LXXVI. Engaños de la imitación cuando no se concilia con la autonomía de la personalidad. Falsedad radical de las escuelas. | LXXVII. Vocaciones malogradas. «Ven, muerte, tan escondida...». Andrés Chénier. | LXXVIII. Áyax. | LXXIX. Resumen: vocación y aptitud. | LXXX. Quien no avanza, retrocede. El cambio ha de armonizarse con el orden. La inquietud del febricitante. | LXXXI. Vulgar facilidad para el cambio por deficiencia de personalidad. | LXXXII. Ejemplo típico de renovación personal. El espíritu de Goethe. | LXXXIII. El dilettantismo. Complejidad del alma contemporánea. | LXXXIV. Diferencia entre el dilettantismo y la renovación positiva de la personalidad. | LXXXV. Renovación falaz y artificiosa. Alcibíades. | LXXXVI. Los viajes como instrumento de renovación. Aureola o penumbra de nuestro «yo». | LXXXVII. La emancipación personal y la soledad. | LXXXVIII. La soledad y la permanencia en la patria. | LXXXIX. Los viajes y nuestra capacidad de simpatía. | XC. La nostalgia: elementos que entran en ella. | XCI. El viajero de vocación es un alma opuesta al asceta y el estoico. El vagabondaggio. | XCII. Los viajeros del Renacimiento. El caminante: Paracelso. El viajero de vocación es siempre el caminante. | XCIII. Viajeros que, a su vuelta, magnetizan una sociedad. Contrarias formas de esta influencia. | XCIV. Los viajes en la educación del artista. | XCV. Naturaleza y arte: Italia. Milton; Goethe. | XCVI. Inconfundible sello de los viajes en la obra artística. | XCVII. Los viajes en la revelación y el desenvolvimiento de las vocaciones científicas. Montesquieu; Stuart Mill. | XCVIII. Almas simples e inmutables: una sola idea; un solo impulso de pasión. Sublimidad posible de estos caracteres. | XCIX. Cabe también en ellos cierto género de gracia. La manzana de Safo. | C. Dos distintas especies de almas entusiastas. | CI. Necesidad de un principio director en el espíritu de cada uno de nosotros. Este principio puede ser inconsciente. | CII. La influencia del techo. De cómo un principio director influye en todo lo del alma, sin necesidad de quedar solitario y único. | CIII. El enamorado y la omnipresencia de su pasión. | CIV. Una vocación suscita otras. Asociación o subordinación de vocaciones. Casos en que coexisten sin asociarse. | CV. Vocaciones de arte y ciencia que se subordinan a la vida de acción. Diferentes vocaciones activas que se auxilian y complementan entre sí. Fecundidad de la unión de dos elementos contradictorios en una vocación compleja. | CVI. Vocaciones activas subordinadas a las de la ciencia y el arte. | CVII. Subordinación de una vocación artística a otra científica, y de una científica a otra artística. Asociación de diferentes vocaciones artísticas entre sí. Vocación de un arte interpretativa unida a la de la correspondiente arte creadora. Auxilios que se prestan la aptitud de producir y el entendimiento crítico. | CVIII. Asociaciones permanentes entre las diferentes aptitudes científicas. Asociaciones puramente históricas o accidentales. La ciencia teórica y la facultad de su aplicación utilitaria. La facultad de enseñar, etc. | CIX. Coexistencia de una vocación verdadera y otra falsa. | CX. Otro punto de vista en la coexistencia y asociación de vocaciones. | CXI. Virtud disciplinaria de toda potencia ideal que nos gobierna. | CXII. La disciplina del amor y la calidad del objeto en que el amor se cifra. | CXIII. De cómo una potencia ideal evita la pérdida de infinitas minuciosidades de nuestra actividad interna. | CXIV. Hylas. | CXV. Convicción, fe. La tolerancia y cómo ha de entendérsela. | CXVI. Toda fe o convicción ha de ser modificable y perfectible. La sinceridad consigo mismo. | CXVII. No es la convicción más honda la más igual y tranquila. | CXVIII. Las petrificaciones orgánicas. Fe petrificada. Los que creen que creen. | CXIX. Empezar por la simulación y acabar por la sinceridad. | CXX. Posible autosugestión en el apóstol. Una anécdota de Rousseau. | CXXI. Proposición de un soliloquio fecundo. ¡Ayúdate de la soledad y del silencio!... | CXXII. «Jubileo» que debería existir. | CXXIII. No hay convicción tal que puedas dejar de trabajar sobre ella. | CXXIV. Una convicción bien adquirida es trabajo acumulado. | CXXV. Voces que se oponen a la emancipación de una conciencia. Primera voz: la del orgullo. | CXXVI. Segunda voz: «¡Apóstata, traidor!» | CXXVII. La despedida de Gorgias. | CXXVIII. «Aún tendría otras cosas que deciros, mas no podríais llevarlas». | CXXIX. La idea que se organiza en escuela o partido, pierde fatalmente parte de su esencia. Nombres que engendran odio. | CXXX. Inconsecuencia aparente y perseverancia esencial. | CXXXI. Apostasía con disfraz de constancia. | CXXXII. Los amigos de Pirrón. | CXXXIII. Tercera voz: ternura y gratitud. Cómo un primer amor puede vivir al través de los que le suceden. | CXXXIV. Vestigio inmortal que deja de su paso toda fe sincera. | CXXXV. Cuarta voz: temor a la soledad y el desamparo. Los tres cuervos del descubrimiento de Islandia. | CXXXVI. En el fuerte, la duda no es desconcierto ni ocio. La duda laboriosa es, como la fe, principio de disciplina. | CXXXVII. La idea, para ser eficaz, ha de acompañarse del sentimiento. El guijarro y el árbol. | CXXXVIII. Conversiones livianas. La imaginación y la sensibilidad en la conversión. | CXXXIX. La idea puede suscitar el sentimiento. Contradicciones íntimas. Toda pasión humana lleva en sí misma el germen de su disolución. | CXL. Lucrecia y el mago. | CXLI. Ante los muros de la cárcel. El criminal heroico. Fatalidad de un momento. El epiléptico en la tumba. | CXII. Tentaciones regresivas en la conversión incipiente. | CXLIII. Un amplio don de expresión como incentivo de falsos cambios de ideas. | CXLIV. La apostasía venal. | CXLV. La pasión de Peregrino. Apostasía por codicia de fama. La falsa fuerza; la falsa originalidad. | CXLVI. Paradoja sobre la originalidad. | CXLVII. Versatilidad que remata en convicción firme y segura. | CXLVIII. La vida es arte supremo. | CXLIX. El primer instrumento de la regeneración es la esperanza de alcanzarla. | CL. La esperanza, como luz; la voluntad, como fuerza. Omnipotencia de la voluntad. | CLI. La pampa de granito. | CLII. Sentido de esa parábola. | CLIII. La voluntad colectiva. Un milagro del mapa. | CLIV. La personalidad en los pueblos. | CLV. El genio nacional. | CLVI. Cambiar sin descaracterizarse. | CLVII. Cuadro de otoño. | CLVIII. Final.",Crónicas escritas desde París para La Nación de Buenos Aires.,"Edición propia Tinta y Datos: 159 capítulos, 638 párrafos."
331,Literatura,La Cautiva,Esteban Echeverría,1837,Argentina,Poesía,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-cautiva-tinta-y-datos.pdf,,True,si,Primera parte. El desierto | Parte segunda. El festín | Parte tercera. El puñal | Parte cuarta. La alborada | Parte quinta. El pajonal | Parte sexta. La espera | Parte séptima. La quemazón | Parte octava: Brian | Parte novena. María | Epílogo,Poema fundacional del romanticismo rioplatense.,"Edición propia Tinta y Datos: 10 poemas, 2173 versos."
324,Literatura,En la Diestra de Dios Padre,Tomás Carrasquilla,1897,Colombia,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/en-la-diestra-de-dios-padre-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 1 capítulos, 54 párrafos."
325,Literatura,Simón el Mago,Tomás Carrasquilla,1890,Colombia,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/simon-el-mago-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 1 capítulos, 204 párrafos."
329,Literatura,Ariel,José Enrique Rodó,1900,Uruguay,Ensayo,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/ariel-tinta-y-datos.pdf,,True,si,,Ensayo fundacional del pensamiento latinoamericano del novecientos.,"Edición propia Tinta y Datos: 1 capítulos, 110 párrafos."
336,Literatura,Autobiografía,Rubén Darío,1912,Nicaragua,Memoria/Crónica,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/autobiografia-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 65 capítulos, 402 párrafos."
338,Literatura,Cabezas,Rubén Darío,1916,Nicaragua,Ensayo,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/cabezas-tinta-y-datos.pdf,,True,si,,Semblanzas de figuras de su tiempo.,"Edición propia Tinta y Datos: 2 capítulos, 231 párrafos."
337,Literatura,Historia de mis Libros,Rubén Darío,1916,Nicaragua,Ensayo,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/historia-de-mis-libros-tinta-y-datos.pdf,,True,si,AZUL... | PROSAS PROFANAS | CANTOS DE VIDA Y ESPERANZA,"Reflexión del autor sobre su propia obra, publicada póstumamente.","Edición propia Tinta y Datos: 3 capítulos, 60 párrafos."
334,Literatura,Letras,Rubén Darío,1911,Nicaragua,Ensayo,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/letras-tinta-y-datos.pdf,,True,si,LA CASA DE LAS IDEAS | PARÍS Y LOS ESCRITORES EXTRANJEROS | VIDA DE LAS ABEJAS | LUIS BONAFOUX «BOMBOS Y PALOS» | EN EL PAÍS DE BOHEMIA | EL MILAGRO DE LA VOLUNTAD | EL BRASIL INTELECTUAL | LETRAS DOMINICANAS | UN POETA PORTUGUÉS EN LA INDIA | EUGENIA DE GUÉRIN | ARTHUR SYMONS «RETRATOS INGLESES» | SAINT-POL-ROUX | EL PUEBLO DEL POLO | HÉRCULES Y DON QUIJOTE | UN RECUERDO A CASTELAR | JEAN ORTH Y EUGENIO GARZÓN | CATULLE MENDÈS | ANTONIO DE ZAYAS | EL CONDE DE LAS NAVAS | JOSÉ NOGALES | MARIANO DE CÁVIA | MANUEL S. PICHARDO | MARINETTI Y EL FUTURISMO,,"Edición propia Tinta y Datos: 23 capítulos, 484 párrafos."
339,Literatura,El Oro de Mallorca,Rubén Darío,1913,Nicaragua,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/el-oro-de-mallorca-tinta-y-datos.pdf,,True,si,,"Novela inconclusa, publicada por entregas y nunca terminada por el autor.","Edición propia Tinta y Datos: 8 capítulos, 273 párrafos."
332,Literatura,Parisiana,Rubén Darío,1907,Nicaragua,Memoria/Crónica,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/parisiana-tinta-y-datos.pdf,,True,si,DEDICATORIA | LIBRO I | LIBRO II | LIBRO III,,"Edición propia Tinta y Datos: 4 capítulos, 602 párrafos."
335,Literatura,Todo al Vuelo,Rubén Darío,1912,Nicaragua,Ensayo,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/todo-al-vuelo-tinta-y-datos.pdf,,True,si,Los exóticos del «Quartier». | Jean Orth. | El faunida. | La princesa Gnika. | De la necesidad de París. | «Skating ring» al aire libre. | Sarah-Nerón. | Adiós a Moreas. | El doctor Doyen o la justa malquerencia. | En el Louvre. | Rémy de Gourmont y la gloria. | ¡Estas mujeres! | La Prensa de París. | El burro pintor. | A propósito de Mme. de Segur. | Blanco y negro. | De Val. | Rueda a América. | Algunas notas sobre Valle Inclán | Los diplomáticos poetas: Amado Nervo | La literatura en Centro América: el poeta de Costa Rica | O poesía asturiana. | Prólogo que es página de vida. | Letras chilenas: Francisco Contreras | Un poeta argentinófilo: Carrasquilla Mallarino | En el barrio Latino. | El reino de las tinieblas: los dramas de la clínica | La herencia de don Juan. | Roosevelt en París. | El fin del mundo. | La comedia de las urnas. | La hija de Verlaine: realidad y leyenda | A propósito de «Chantecler»: los animales en el teatro clásico español | La Francia de hoy. | Bostock. | París y Eduardo VII. | Un libro sobre Chile. | Las memorias de la señora Daudet. | Lo trágico del progreso: la catástrofe del «Pluviôse»,,"Edición propia Tinta y Datos: 39 capítulos, 1838 párrafos."
